	fixed acidity	volatile acidity	citric acid	residual sugar	chlorides	free sulfur dioxide	total sulfur dioxide	density	pH	sulphates	alcohol	quality
0	10.4	0.52	0.45	2.0	0.08	6.0	13.0	0.99774	3.22	0.76	11.4	1
1	10.4	0.52	0.45	2.0	0.08	6.0	13.0	0.99774	3.22	0.76	11.4	1
2	7.5	0.41	0.15	3.7	0.104	29.0	94.0	0.99786	3.14	0.58	9.1	1
3	8.2	0.51	0.24	2.0	0.079	16.0	86.0	0.99764	3.34	0.64	9.5	1
4	7.3	0.4	0.3	1.7	0.08	33.0	79.0	0.9969	3.41	0.65	9.5	1
5	8.2	0.38	0.32	2.5	0.08	24.0	71.0	0.99624	3.27	0.85	11.0	1
6	6.9	0.45	0.11	2.4	0.043	6.0	12.0	0.99354	3.3	0.65	11.4	1
7	7.0	0.22	0.3	1.8	0.065	16.0	20.0	0.99672	3.61	0.82	10.0	1
8	7.3	0.32	0.23	2.3	0.066	35.0	70.0	0.99588	3.43	0.62	10.1	1
9	8.2	0.2	0.43	2.5	0.076	31.0	51.0	0.99672	3.53	0.81	10.4	1
10	7.8	0.5	0.12	1.8	0.178	6.0	21.0	0.996	3.28	0.87	9.8	1
11	7.8	0.39	0.42	2.0	0.086	9.0	21.0	0.99526	3.39	0.66	11.6	1
12	10.0	0.35	0.47	2.0	0.061	6.0	11.0	0.99585	3.23	0.52	12.0	1
13	6.1	0.58	0.23	2.5	0.044	16.0	70.0	0.99352	3.46	0.65	12.5	1
14	8.3	0.6	0.25	2.2	0.118	9.0	38.0	0.99616	3.15	0.53	9.8	1
15	9.6	0.42	0.35	2.1	0.083	17.0	38.0	0.99622	3.23	0.66	11.1	1
16	6.6	0.58	0.0	2.2	0.1	50.0	63.0	0.99544	3.59	0.68	11.4	1
17	8.3	0.6	0.25	2.2	0.118	9.0	38.0	0.99616	3.15	0.53	9.8	1
18	6.7	0.41	0.43	2.8	0.076	22.0	54.0	0.99572	3.42	1.16	10.6	1
19	10.2	0.41	0.43	2.2	0.11	11.0	37.0	0.99728	3.16	0.67	10.8	1
20	8.8	0.45	0.43	1.4	0.076	12.0	21.0	0.99551	3.21	0.75	10.2	1
21	9.0	0.785	0.24	1.7	0.078	10.0	21.0	0.99692	3.29	0.67	10.0	1
22	9.0	0.785	0.24	1.7	0.078	10.0	21.0	0.99692	3.29	0.67	10.0	1
23	8.5	0.44	0.5	1.9	0.369	15.0	38.0	0.99634	3.01	1.1	9.4	1
24	9.9	0.54	0.26	2.0	0.111	7.0	60.0	0.99709	2.94	0.98	10.2	1
25	6.5	0.34	0.27	2.8	0.067	8.0	44.0	0.99384	3.21	0.56	12.0	1
26	7.6	0.5	0.29	2.3	0.086	5.0	14.0	0.99502	3.32	0.62	11.5	1
27	9.2	0.36	0.34	1.6	0.062	5.0	12.0	0.99667	3.2	0.67	10.5	1
28	7.1	0.59	0.0	2.2	0.078	26.0	44.0	0.99522	3.42	0.68	10.8	1
29	9.7	0.42	0.46	2.1	0.074	5.0	16.0	0.99649	3.27	0.74	12.3	1
30	7.6	0.36	0.31	1.7	0.079	26.0	65.0	0.99716	3.46	0.62	9.5	1
31	7.6	0.36	0.31	1.7	0.079	26.0	65.0	0.99716	3.46	0.62	9.5	1
32	6.5	0.61	0.0	2.2	0.095	48.0	59.0	0.99541	3.61	0.7	11.5	1
33	5.6	0.915	0.0	2.1	0.041	17.0	78.0	0.99346	3.68	0.73	11.4	1
34	8.2	0.35	0.33	2.4	0.076	11.0	47.0	0.99599	3.27	0.81	11.0	1
35	8.2	0.35	0.33	2.4	0.076	11.0	47.0	0.99599	3.27	0.81	11.0	1
36	9.8	0.39	0.43	1.65	0.068	5.0	11.0	0.99478	3.19	0.46	11.4	1
37	10.2	0.4	0.4	2.5	0.068	41.0	54.0	0.99754	3.38	0.86	10.5	1
38	6.8	0.66	0.07	1.6	0.07	16.0	61.0	0.99572	3.29	0.6	9.3	1
39	6.7	0.64	0.23	2.1	0.08	11.0	119.0	0.99538	3.36	0.7	10.9	1
40	7.0	0.43	0.3	2.0	0.085	6.0	39.0	0.99346	3.33	0.46	11.9	1
41	6.6	0.8	0.03	7.8	0.079	6.0	12.0	0.9963	3.52	0.5	12.2	1
42	7.0	0.43	0.3	2.0	0.085	6.0	39.0	0.99346	3.33	0.46	11.9	1
43	6.7	0.64	0.23	2.1	0.08	11.0	119.0	0.99538	3.36	0.7	10.9	1
44	9.1	0.4	0.57	4.6	0.08	6.0	20.0	0.99652	3.28	0.57	12.5	1
45	6.5	0.885	0.0	2.3	0.166	6.0	12.0	0.99551	3.56	0.51	10.8	1
46	6.4	0.885	0.0	2.3	0.166	6.0	12.0	0.99551	3.56	0.51	10.8	1
47	7.0	0.745	0.12	1.8	0.114	15.0	64.0	0.99588	3.22	0.59	9.5	1
48	6.2	0.43	0.22	1.8	0.078	21.0	56.0	0.99633	3.52	0.6	9.5	1
49	7.9	0.58	0.23	2.3	0.076	23.0	94.0	0.99686	3.21	0.58	9.5	1
50	7.7	0.57	0.21	1.5	0.069	4.0	9.0	0.99458	3.16	0.54	9.8	1
51	7.7	0.26	0.26	2.0	0.052	19.0	77.0	0.9951	3.15	0.79	10.9	1
52	7.9	0.58	0.23	2.3	0.076	23.0	94.0	0.99686	3.21	0.58	9.5	1
53	7.7	0.57	0.21	1.5	0.069	4.0	9.0	0.99458	3.16	0.54	9.8	1
54	9.9	0.74	0.19	5.8	0.111	33.0	76.0	0.99878	3.14	0.55	9.4	1
55	9.9	0.72	0.55	1.7	0.136	24.0	52.0	0.99752	3.35	0.94	10.0	1
56	6.8	0.65	0.02	2.1	0.078	8.0	15.0	0.99498	3.35	0.62	10.4	1
57	6.6	0.44	0.15	2.1	0.076	22.0	53.0	0.9957	3.32	0.62	9.3	1
58	6.8	0.65	0.02	2.1	0.078	8.0	15.0	0.99498	3.35	0.62	10.4	1
59	9.6	0.38	0.42	1.9	0.071	5.0	13.0	0.99659	3.15	0.75	10.5	1
60	10.2	0.33	0.46	1.9	0.081	6.0	9.0	0.99628	3.1	0.48	10.4	1
61	8.8	0.27	0.46	2.1	0.095	20.0	29.0	0.99488	3.26	0.56	11.3	1
62	7.9	0.57	0.31	2.0	0.079	10.0	79.0	0.99677	3.29	0.69	9.5	1
63	8.2	0.34	0.37	1.9	0.057	43.0	74.0	0.99408	3.23	0.81	12.0	1
64	8.2	0.4	0.31	1.9	0.082	8.0	24.0	0.996	3.24	0.69	10.6	1
65	9.0	0.39	0.4	1.3	0.044	25.0	50.0	0.99478	3.2	0.83	10.9	1
66	10.9	0.32	0.52	1.8	0.132	17.0	44.0	0.99734	3.28	0.77	11.5	1
67	10.9	0.32	0.52	1.8	0.132	17.0	44.0	0.99734	3.28	0.77	11.5	1
68	8.1	0.53	0.22	2.2	0.078	33.0	89.0	0.99678	3.26	0.46	9.6	1
69	10.5	0.36	0.47	2.2	0.074	9.0	23.0	0.99638	3.23	0.76	12.0	1
70	12.6	0.39	0.49	2.5	0.08	8.0	20.0	0.9992	3.07	0.82	10.3	1
71	9.2	0.46	0.23	2.6	0.091	18.0	77.0	0.99922	3.15	0.51	9.4	1
72	7.5	0.58	0.03	4.1	0.08	27.0	46.0	0.99592	3.02	0.47	9.2	1
73	9.0	0.58	0.25	2.0	0.104	8.0	21.0	0.99769	3.27	0.72	9.6	1
74	7.6	0.43	0.29	2.1	0.075	19.0	66.0	0.99718	3.4	0.64	9.5	1
75	7.7	0.18	0.34	2.7	0.066	15.0	58.0	0.9947	3.37	0.78	11.8	1
76	7.8	0.815	0.01	2.6	0.074	48.0	90.0	0.99621	3.38	0.62	10.8	1
77	7.6	0.43	0.29	2.1	0.075	19.0	66.0	0.99718	3.4	0.64	9.5	1
78	7.1	0.75	0.01	2.2	0.059	11.0	18.0	0.99242	3.39	0.4	12.8	1
79	7.8	0.55	0.0	1.7	0.07	7.0	17.0	0.99659	3.26	0.64	9.4	1
80	7.1	0.75	0.01	2.2	0.059	11.0	18.0	0.99242	3.39	0.4	12.8	1
81	7.5	0.61	0.2	1.7	0.076	36.0	60.0	0.99494	3.1	0.4	9.3	1
82	9.8	0.37	0.39	2.5	0.079	28.0	65.0	0.99729	3.16	0.59	9.8	1
83	9.0	0.4	0.41	2.0	0.058	15.0	40.0	0.99414	3.22	0.6	12.2	1
84	8.3	0.56	0.22	2.4	0.082	10.0	86.0	0.9983	3.37	0.62	9.5	1
85	5.9	0.29	0.25	13.4	0.067	72.0	160.0	0.99721	3.33	0.54	10.3	1
86	7.4	0.55	0.19	1.8	0.082	15.0	34.0	0.99655	3.49	0.68	10.5	1
87	7.4	0.74	0.07	1.7	0.086	15.0	48.0	0.99502	3.12	0.48	10.0	1
88	7.4	0.55	0.19	1.8	0.082	15.0	34.0	0.99655	3.49	0.68	10.5	1
89	6.9	0.41	0.33	2.2	0.081	22.0	36.0	0.9949	3.41	0.75	11.1	1
90	7.1	0.6	0.01	2.3	0.079	24.0	37.0	0.99514	3.4	0.61	10.9	1
91	7.1	0.6	0.01	2.3	0.079	24.0	37.0	0.99514	3.4	0.61	10.9	1
92	7.5	0.58	0.14	2.2	0.077	27.0	60.0	0.9963	3.28	0.59	9.8	1
93	7.1	0.72	0.0	1.8	0.123	6.0	14.0	0.99627	3.45	0.58	9.8	1
94	7.9	0.66	0.0	1.4	0.096	6.0	13.0	0.99569	3.43	0.58	9.5	1
95	7.8	0.7	0.06	1.9	0.079	20.0	35.0	0.99628	3.4	0.69	10.9	1
96	6.1	0.64	0.02	2.4	0.069	26.0	46.0	0.99358	3.47	0.45	11.0	1
97	7.5	0.59	0.22	1.8	0.082	43.0	60.0	0.99499	3.1	0.42	9.2	1
98	7.0	0.58	0.28	4.8	0.085	12.0	69.0	0.99633	3.32	0.7	11.0	1
99	6.8	0.64	0.0	2.7	0.123	15.0	33.0	0.99538	3.44	0.63	11.3	1
100	6.8	0.64	0.0	2.7	0.123	15.0	33.0	0.99538	3.44	0.63	11.3	1
101	8.6	0.635	0.68	1.8	0.403	19.0	56.0	0.99632	3.02	1.15	9.3	1
102	9.8	0.45	0.38	2.5	0.081	34.0	66.0	0.99726	3.15	0.58	9.8	1
103	8.5	0.37	0.32	1.8	0.066	26.0	51.0	0.99456	3.38	0.72	11.8	1
104	7.2	0.57	0.05	2.3	0.081	16.0	36.0	0.99564	3.38	0.6	10.3	1
105	7.2	0.57	0.05	2.3	0.081	16.0	36.0	0.99564	3.38	0.6	10.3	1
106	10.4	0.43	0.5	2.3	0.068	13.0	19.0	0.996	3.1	0.87	11.4	1
107	6.9	0.41	0.31	2.0	0.079	21.0	51.0	0.99668	3.47	0.55	9.5	1
108	5.0	0.38	0.01	1.6	0.048	26.0	60.0	0.99084	3.7	0.75	14.0	1
109	7.3	0.44	0.2	1.6	0.049	24.0	64.0	0.9935	3.38	0.57	11.7	1
110	5.9	0.46	0.0	1.9	0.077	25.0	44.0	0.99385	3.5	0.53	11.2	1
111	7.5	0.58	0.2	2.0	0.073	34.0	44.0	0.99494	3.1	0.43	9.3	1
112	7.8	0.58	0.13	2.1	0.102	17.0	36.0	0.9944	3.24	0.53	11.2	1
113	8.0	0.715	0.22	2.3	0.075	13.0	81.0	0.99688	3.24	0.54	9.5	1
114	7.0	0.69	0.0	1.9	0.114	3.0	10.0	0.99636	3.35	0.6	9.7	1
115	8.0	0.715	0.22	2.3	0.075	13.0	81.0	0.99688	3.24	0.54	9.5	1
116	7.1	0.46	0.2	1.9	0.077	28.0	54.0	0.9956	3.37	0.64	10.4	1
117	7.1	0.46	0.2	1.9	0.077	28.0	54.0	0.9956	3.37	0.64	10.4	1
118	7.9	0.765	0.0	2.0	0.084	9.0	22.0	0.99619	3.33	0.68	10.9	1
119	8.7	0.63	0.28	2.7	0.096	17.0	69.0	0.99734	3.26	0.63	10.2	1
120	7.0	0.42	0.19	2.3	0.071	18.0	36.0	0.99476	3.39	0.56	10.9	1
121	11.3	0.37	0.5	1.8	0.09	20.0	47.0	0.99734	3.15	0.57	10.5	1
122	7.1	0.16	0.44	2.5	0.068	17.0	31.0	0.99328	3.35	0.54	12.4	1
123	8.0	0.6	0.08	2.6	0.056	3.0	7.0	0.99286	3.22	0.37	13.0	1
124	7.0	0.6	0.3	4.5	0.068	20.0	110.0	0.99914	3.3	1.17	10.2	1
125	7.0	0.6	0.3	4.5	0.068	20.0	110.0	0.99914	3.3	1.17	10.2	1
126	7.6	0.74	0.0	1.9	0.1	6.0	12.0	0.99521	3.36	0.59	11.0	1
127	8.2	0.635	0.1	2.1	0.073	25.0	60.0	0.99638	3.29	0.75	10.9	1
128	5.9	0.395	0.13	2.4	0.056	14.0	28.0	0.99362	3.62	0.67	12.4	1
129	8.2	0.635	0.1	2.1	0.073	25.0	60.0	0.99638	3.29	0.75	10.9	1
130	6.6	0.63	0.0	4.3	0.093	51.0	77.5	0.99558	3.2	0.45	9.5	1
131	6.6	0.63	0.0	4.3	0.093	51.0	77.5	0.99558	3.2	0.45	9.5	1
132	8.2	0.78	0.0	2.2	0.089	13.0	26.0	0.9978	3.37	0.46	9.6	0
133	8.5	0.4	0.4	6.3	0.05	3.0	10.0	0.99566	3.28	0.56	12.0	0
134	7.5	0.755	0.0	1.9	0.084	6.0	12.0	0.99672	3.34	0.49	9.7	0
135	7.6	1.58	0.0	2.1	0.137	5.0	9.0	0.99476	3.5	0.4	10.9	0
136	6.8	0.68	0.09	3.9	0.068	15.0	29.0	0.99524	3.41	0.52	11.1	0
137	8.0	0.83	0.27	2.0	0.08	11.0	63.0	0.99652	3.29	0.48	9.8	0
138	10.4	0.52	0.45	2.0	0.08	6.0	13.0	0.99774	3.22	0.76	11.4	1
139	10.4	0.52	0.45	2.0	0.08	6.0	13.0	0.99774	3.22	0.76	11.4	1
140	7.5	0.41	0.15	3.7	0.104	29.0	94.0	0.99786	3.14	0.58	9.1	1
141	8.2	0.51	0.24	2.0	0.079	16.0	86.0	0.99764	3.34	0.64	9.5	1
142	7.3	0.4	0.3	1.7	0.08	33.0	79.0	0.9969	3.41	0.65	9.5	1
143	8.2	0.38	0.32	2.5	0.08	24.0	71.0	0.99624	3.27	0.85	11.0	1
144	6.9	0.45	0.11	2.4	0.043	6.0	12.0	0.99354	3.3	0.65	11.4	1
145	7.0	0.22	0.3	1.8	0.065	16.0	20.0	0.99672	3.61	0.82	10.0	1
146	7.3	0.32	0.23	2.3	0.066	35.0	70.0	0.99588	3.43	0.62	10.1	1
147	8.2	0.2	0.43	2.5	0.076	31.0	51.0	0.99672	3.53	0.81	10.4	1
148	7.8	0.5	0.12	1.8	0.178	6.0	21.0	0.996	3.28	0.87	9.8	1
149	7.8	0.39	0.42	2.0	0.086	9.0	21.0	0.99526	3.39	0.66	11.6	1
150	10.0	0.35	0.47	2.0	0.061	6.0	11.0	0.99585	3.23	0.52	12.0	1
151	6.1	0.58	0.23	2.5	0.044	16.0	70.0	0.99352	3.46	0.65	12.5	1
152	8.3	0.6	0.25	2.2	0.118	9.0	38.0	0.99616	3.15	0.53	9.8	1
153	9.6	0.42	0.35	2.1	0.083	17.0	38.0	0.99622	3.23	0.66	11.1	1
154	6.6	0.58	0.0	2.2	0.1	50.0	63.0	0.99544	3.59	0.68	11.4	1
155	8.3	0.6	0.25	2.2	0.118	9.0	38.0	0.99616	3.15	0.53	9.8	1
156	6.7	0.41	0.43	2.8	0.076	22.0	54.0	0.99572	3.42	1.16	10.6	1
157	10.2	0.41	0.43	2.2	0.11	11.0	37.0	0.99728	3.16	0.67	10.8	1
158	8.8	0.45	0.43	1.4	0.076	12.0	21.0	0.99551	3.21	0.75	10.2	1
159	9.0	0.785	0.24	1.7	0.078	10.0	21.0	0.99692	3.29	0.67	10.0	1
160	9.0	0.785	0.24	1.7	0.078	10.0	21.0	0.99692	3.29	0.67	10.0	1
161	8.5	0.44	0.5	1.9	0.369	15.0	38.0	0.99634	3.01	1.1	9.4	1
162	9.9	0.54	0.26	2.0	0.111	7.0	60.0	0.99709	2.94	0.98	10.2	1
163	6.5	0.34	0.27	2.8	0.067	8.0	44.0	0.99384	3.21	0.56	12.0	1
164	7.6	0.5	0.29	2.3	0.086	5.0	14.0	0.99502	3.32	0.62	11.5	1
165	9.2	0.36	0.34	1.6	0.062	5.0	12.0	0.99667	3.2	0.67	10.5	1
166	7.1	0.59	0.0	2.2	0.078	26.0	44.0	0.99522	3.42	0.68	10.8	1
167	9.7	0.42	0.46	2.1	0.074	5.0	16.0	0.99649	3.27	0.74	12.3	1
168	7.6	0.36	0.31	1.7	0.079	26.0	65.0	0.99716	3.46	0.62	9.5	1
169	7.6	0.36	0.31	1.7	0.079	26.0	65.0	0.99716	3.46	0.62	9.5	1
170	6.5	0.61	0.0	2.2	0.095	48.0	59.0	0.99541	3.61	0.7	11.5	1
171	5.6	0.915	0.0	2.1	0.041	17.0	78.0	0.99346	3.68	0.73	11.4	1
172	8.2	0.35	0.33	2.4	0.076	11.0	47.0	0.99599	3.27	0.81	11.0	1
173	8.2	0.35	0.33	2.4	0.076	11.0	47.0	0.99599	3.27	0.81	11.0	1
174	9.8	0.39	0.43	1.65	0.068	5.0	11.0	0.99478	3.19	0.46	11.4	1
175	10.2	0.4	0.4	2.5	0.068	41.0	54.0	0.99754	3.38	0.86	10.5	1
176	6.8	0.66	0.07	1.6	0.07	16.0	61.0	0.99572	3.29	0.6	9.3	1
177	6.7	0.64	0.23	2.1	0.08	11.0	119.0	0.99538	3.36	0.7	10.9	1
178	7.0	0.43	0.3	2.0	0.085	6.0	39.0	0.99346	3.33	0.46	11.9	1
179	6.6	0.8	0.03	7.8	0.079	6.0	12.0	0.9963	3.52	0.5	12.2	1
180	7.0	0.43	0.3	2.0	0.085	6.0	39.0	0.99346	3.33	0.46	11.9	1
181	6.7	0.64	0.23	2.1	0.08	11.0	119.0	0.99538	3.36	0.7	10.9	1
182	9.1	0.4	0.57	4.6	0.08	6.0	20.0	0.99652	3.28	0.57	12.5	1
183	6.5	0.885	0.0	2.3	0.166	6.0	12.0	0.99551	3.56	0.51	10.8	1
184	6.4	0.885	0.0	2.3	0.166	6.0	12.0	0.99551	3.56	0.51	10.8	1
185	7.0	0.745	0.12	1.8	0.114	15.0	64.0	0.99588	3.22	0.59	9.5	1
186	6.2	0.43	0.22	1.8	0.078	21.0	56.0	0.99633	3.52	0.6	9.5	1
187	7.9	0.58	0.23	2.3	0.076	23.0	94.0	0.99686	3.21	0.58	9.5	1
188	7.7	0.57	0.21	1.5	0.069	4.0	9.0	0.99458	3.16	0.54	9.8	1
189	7.7	0.26	0.26	2.0	0.052	19.0	77.0	0.9951	3.15	0.79	10.9	1
190	7.9	0.58	0.23	2.3	0.076	23.0	94.0	0.99686	3.21	0.58	9.5	1
191	7.7	0.57	0.21	1.5	0.069	4.0	9.0	0.99458	3.16	0.54	9.8	1
192	9.9	0.74	0.19	5.8	0.111	33.0	76.0	0.99878	3.14	0.55	9.4	1
193	9.9	0.72	0.55	1.7	0.136	24.0	52.0	0.99752	3.35	0.94	10.0	1
194	6.8	0.65	0.02	2.1	0.078	8.0	15.0	0.99498	3.35	0.62	10.4	1
195	6.6	0.44	0.15	2.1	0.076	22.0	53.0	0.9957	3.32	0.62	9.3	1
196	6.8	0.65	0.02	2.1	0.078	8.0	15.0	0.99498	3.35	0.62	10.4	1
197	9.6	0.38	0.42	1.9	0.071	5.0	13.0	0.99659	3.15	0.75	10.5	1
198	10.2	0.33	0.46	1.9	0.081	6.0	9.0	0.99628	3.1	0.48	10.4	1
199	8.8	0.27	0.46	2.1	0.095	20.0	29.0	0.99488	3.26	0.56	11.3	1
200	7.9	0.57	0.31	2.0	0.079	10.0	79.0	0.99677	3.29	0.69	9.5	1
201	8.2	0.34	0.37	1.9	0.057	43.0	74.0	0.99408	3.23	0.81	12.0	1
202	8.2	0.4	0.31	1.9	0.082	8.0	24.0	0.996	3.24	0.69	10.6	1
203	9.0	0.39	0.4	1.3	0.044	25.0	50.0	0.99478	3.2	0.83	10.9	1
204	10.9	0.32	0.52	1.8	0.132	17.0	44.0	0.99734	3.28	0.77	11.5	1
205	10.9	0.32	0.52	1.8	0.132	17.0	44.0	0.99734	3.28	0.77	11.5	1
206	8.1	0.53	0.22	2.2	0.078	33.0	89.0	0.99678	3.26	0.46	9.6	1
207	10.5	0.36	0.47	2.2	0.074	9.0	23.0	0.99638	3.23	0.76	12.0	1
208	12.6	0.39	0.49	2.5	0.08	8.0	20.0	0.9992	3.07	0.82	10.3	1
209	9.2	0.46	0.23	2.6	0.091	18.0	77.0	0.99922	3.15	0.51	9.4	1
210	7.5	0.58	0.03	4.1	0.08	27.0	46.0	0.99592	3.02	0.47	9.2	1
211	9.0	0.58	0.25	2.0	0.104	8.0	21.0	0.99769	3.27	0.72	9.6	1
212	7.6	0.43	0.29	2.1	0.075	19.0	66.0	0.99718	3.4	0.64	9.5	1
213	7.7	0.18	0.34	2.7	0.066	15.0	58.0	0.9947	3.37	0.78	11.8	1
214	7.8	0.815	0.01	2.6	0.074	48.0	90.0	0.99621	3.38	0.62	10.8	1
215	7.6	0.43	0.29	2.1	0.075	19.0	66.0	0.99718	3.4	0.64	9.5	1
216	7.1	0.75	0.01	2.2	0.059	11.0	18.0	0.99242	3.39	0.4	12.8	1
217	7.8	0.55	0.0	1.7	0.07	7.0	17.0	0.99659	3.26	0.64	9.4	1
218	7.1	0.75	0.01	2.2	0.059	11.0	18.0	0.99242	3.39	0.4	12.8	1
219	7.5	0.61	0.2	1.7	0.076	36.0	60.0	0.99494	3.1	0.4	9.3	1
220	9.8	0.37	0.39	2.5	0.079	28.0	65.0	0.99729	3.16	0.59	9.8	1
221	9.0	0.4	0.41	2.0	0.058	15.0	40.0	0.99414	3.22	0.6	12.2	1
222	8.3	0.56	0.22	2.4	0.082	10.0	86.0	0.9983	3.37	0.62	9.5	1
223	5.9	0.29	0.25	13.4	0.067	72.0	160.0	0.99721	3.33	0.54	10.3	1
224	7.4	0.55	0.19	1.8	0.082	15.0	34.0	0.99655	3.49	0.68	10.5	1
225	7.4	0.74	0.07	1.7	0.086	15.0	48.0	0.99502	3.12	0.48	10.0	1
226	7.4	0.55	0.19	1.8	0.082	15.0	34.0	0.99655	3.49	0.68	10.5	1
227	6.9	0.41	0.33	2.2	0.081	22.0	36.0	0.9949	3.41	0.75	11.1	1
228	7.1	0.6	0.01	2.3	0.079	24.0	37.0	0.99514	3.4	0.61	10.9	1
229	7.1	0.6	0.01	2.3	0.079	24.0	37.0	0.99514	3.4	0.61	10.9	1
230	7.5	0.58	0.14	2.2	0.077	27.0	60.0	0.9963	3.28	0.59	9.8	1
231	7.1	0.72	0.0	1.8	0.123	6.0	14.0	0.99627	3.45	0.58	9.8	1
232	7.9	0.66	0.0	1.4	0.096	6.0	13.0	0.99569	3.43	0.58	9.5	1
233	7.8	0.7	0.06	1.9	0.079	20.0	35.0	0.99628	3.4	0.69	10.9	1
234	6.1	0.64	0.02	2.4	0.069	26.0	46.0	0.99358	3.47	0.45	11.0	1
235	7.5	0.59	0.22	1.8	0.082	43.0	60.0	0.99499	3.1	0.42	9.2	1
236	7.0	0.58	0.28	4.8	0.085	12.0	69.0	0.99633	3.32	0.7	11.0	1
237	6.8	0.64	0.0	2.7	0.123	15.0	33.0	0.99538	3.44	0.63	11.3	1
238	6.8	0.64	0.0	2.7	0.123	15.0	33.0	0.99538	3.44	0.63	11.3	1
239	8.6	0.635	0.68	1.8	0.403	19.0	56.0	0.99632	3.02	1.15	9.3	1
240	9.8	0.45	0.38	2.5	0.081	34.0	66.0	0.99726	3.15	0.58	9.8	1
241	8.5	0.37	0.32	1.8	0.066	26.0	51.0	0.99456	3.38	0.72	11.8	1
242	7.2	0.57	0.05	2.3	0.081	16.0	36.0	0.99564	3.38	0.6	10.3	1
243	7.2	0.57	0.05	2.3	0.081	16.0	36.0	0.99564	3.38	0.6	10.3	1
244	10.4	0.43	0.5	2.3	0.068	13.0	19.0	0.996	3.1	0.87	11.4	1
245	6.9	0.41	0.31	2.0	0.079	21.0	51.0	0.99668	3.47	0.55	9.5	1
246	5.0	0.38	0.01	1.6	0.048	26.0	60.0	0.99084	3.7	0.75	14.0	1
247	7.3	0.44	0.2	1.6	0.049	24.0	64.0	0.9935	3.38	0.57	11.7	1
